"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"400632","3.7222389","0.0","0.26865551","0.0","1","10","false","1826","134.0","1","0","0","0.79059701","false","0","1826","0","0.0"
"400697","3.84453782","2.0E-6","0.26010929","0.0","2","9","false","4320","111.5","2","0","0","0.7811894","false","0","4320","5840","0.5"
"400702","4.05364646","0.0","0.24669147","0.0","1","10","false","483","99.0","1","0","0","0.76510412","false","0","483","0","0.0"
"400714","4.25862845","0.0","0.23481739","0.0","3","10","false","255738","19.0","2","0","0","0.74933627","false","1","255738","0","0.0"
"400735","0.0","0.0","0.0","0.0","2","0","true","653689","0.0","1","0","0","9.223372036854776E10","false","1","653689","0","0.0"
"400755","4.51598139","0.0","0.22143581","0.0","1","11","false","3231","17.0","1","0","0","0.72953989","false","0","3231","0","0.0"
"400763","4.57157863","0.0","0.21874282","0.0","1","11","false","55799","8.0","1","0","0","0.72526318","false","0","55799","0","0.0"
"400769","4.1355042","0.0","0.24180848","0.0","1","10","false","7092","23.0","1","0","0","0.75880737","false","0","7092","0","0.0"
"400781","3.79651861","0.0","0.26339921","0.0","1","9","false","56140","187.0","1","0","0","0.78488318","false","0","56140","0","0.0"
"400800","3.78413866","0.0","0.26426093","1.0","2","10","false","57626","117.5","2","0","0","0.78583549","false","0","57626","0","0.61518325"
"400864","4.56812725","0.0","0.21890809","0.0","3","11","false","8995","4.0","2","0","0","0.72552867","false","1","8995","0","0.0"
"400891","3.81347539","0.0","0.26222799","0.0","1","10","false","55624","141.0","1","0","0","0.78357882","false","0","55624","0","0.0"
"401016","3.46616146","6.5E-7","0.28850358","0.5","4","9","false","89874","142.0","4","0","0","0.81029527","false","0","89874","3468","0.26944972"
"401064","4.41146459","3.962E-5","0.22668209","0.47619048","7","10","false","50515","8.85714286","7","0","0","0.73757965","false","0","50515","412924","0.42176871"
"401160","4.55964886","0.0","0.21931513","0.0","1","9","false","22986","12.0","1","0","0","0.72618086","false","0","22986","0","0.0"
"401180","3.8937575","0.0","0.25682133","0.0","1","9","false","84892","236.0","1","0","0","0.77740327","false","0","84892","0","0.0"
"401190","3.8960084","0.0","0.25667296","0.0","1","10","false","64090","206.0","1","0","0","0.77723012","false","0","64090","0","0.0"
"401198","3.68089736","0.0","0.27167288","1.0","2","10","false","116071","148.5","2","0","0","0.79377713","false","0","116071","0","0.52473498"
"401263","4.18247299","0.0","0.239093","0.0","1","11","false","150921","49.0","1","0","0","0.75519439","false","0","150921","0","0.0"
"401270","3.65343637","3.8E-7","0.27371491","0.0","2","9","false","7767","215.0","2","0","0","0.79588951","false","0","7767","3120","0.50234742"
"401297","1.0","0.0","1.0","0.0","1","1","false","100288778","1.0","1","0","0","1.0","false","0","100288778","0","0.0"
"401298","1.0","0.0","1.0","0.0","1","1","false","653316","1.0","1","0","0","1.0","false","0","653316","0","0.0"
"401310","3.64195678","8.8E-7","0.27457767","0.0","2","10","false","55199","152.5","2","0","0","0.79677256","false","0","55199","5586","0.50332226"
"401319","3.65508703","1.1E-7","0.2735913","0.0","3","10","false","54920","158.33333333","3","0","0","0.79576254","false","0","54920","2066","0.42753623"
"401338","3.5142557","5.62E-6","0.28455528","0.0","4","9","false","51119","191.75","4","0","0","0.80659572","false","0","51119","43016","0.31219313"
"401351","4.21195978","0.0","0.23741917","0.0","1","9","false","25798","24.0","1","0","0","0.75292617","false","0","25798","0","0.0"
"401360","3.83253301","0.0","0.26092404","0.0","1","10","false","28951","160.0","1","0","0","0.78211285","false","0","28951","0","0.0"
"401413","3.58921068","0.0","0.27861279","0.0","1","10","false","124944","369.0","1","0","0","0.80082995","false","0","124944","0","0.0"
"401439","3.68787515","1.7E-7","0.27115885","0.0","2","10","false","65250","87.5","2","0","0","0.79324037","false","0","65250","848","0.50882353"
"401480","4.11944778","0.0","0.24275098","0.0","1","10","false","84727","51.0","1","0","0","0.76004248","false","0","84727","0","0.0"
"401570","3.82277911","2.1E-7","0.26158979","0.0","3","10","false","4675","66.0","3","0","0","0.78286315","false","0","4675","1306","0.33678756"
"401575","3.86209484","4.0E-8","0.25892684","0.0","2","10","false","57466","48.0","2","0","0","0.77983886","false","0","57466","180","0.51648352"
"401580","4.00210084","4.1E-7","0.24986877","0.0","2","10","false","116138","48.5","2","0","0","0.76906917","false","0","116138","1490","0.50531915"
"401594","4.10144058","0.0","0.24381677","0.0","1","9","false","79295","39.0","1","0","0","0.76142765","false","0","79295","0","0.0"
"401614","4.3862545","1.5006E-4","0.22798495","0.0","2","10","false","219738","25.5","2","0","0","0.73951888","false","0","219738","406100","0.5"
"401619","3.33328331","9.8E-7","0.3000045","0.66666667","4","9","false","8030","241.0","4","0","0","0.82051667","false","0","8030","6214","0.28023256"
"401670","3.85856843","1.51E-6","0.25916347","0.0","3","10","false","4062","58.33333333","3","0","0","0.78011012","false","0","4062","4580","0.33333333"
"401704","4.14090636","0.0","0.24149302","1.0","4","10","false","83552","20.0","3","0","0","0.75839182","false","1","83552","0","0.52631579"
"401729","4.56355042","0.0","0.21912763","0.0","1","11","false","55365","11.0","1","0","0","0.72588074","false","0","55365","0","0.0"
"401791","4.1114946","0.0","0.24322056","0.0","1","10","false","255101","100.0","1","0","0","0.76065426","false","0","255101","0","0.0"
"401913","4.28811525","0.0","0.23320269","1.0","3","10","false","116028","21.33333333","3","0","0","0.74706806","false","0","116028","0","0.57657658"
"401951","1.5","0.0","0.66666667","0.0","1","2","false","257313","2.0","1","0","0","0.75","false","0","257313","0","0.0"
"401952","1.0","1.0","1.0","0.0","2","1","false","2837","1.0","2","0","0","1.0","false","0","2837","2","0.0"
"402088","3.99302221","9.83E-6","0.25043687","0.0","2","9","false","192683","126.0","2","0","0","0.76976752","false","0","192683","19030","0.5"
"402124","3.94192677","1.7E-7","0.25368305","0.0","2","9","false","1456","40.0","2","0","0","0.77369794","false","0","1456","576","0.5"
"402140","3.96466086","3.33E-6","0.25222838","0.0","3","10","false","2760","20.0","3","0","0","0.77194916","false","0","2760","9832","0.33928571"
"402178","3.41784214","8.7E-6","0.29258227","0.16666667","4","9","false","7941","160.75","4","0","0","0.81401214","false","0","7941","38274","0.28718638"
"402196","4.30214586","0.0","0.23244214","0.0","1","10","false","80055","21.0","1","0","0","0.74598878","false","0","80055","0","0.0"
"402203","3.945003","4.48E-6","0.25348523","0.0","3","10","false","151393","51.0","3","0","0","0.77346131","false","0","151393","10946","0.3968254"
"402209","4.33891056","0.0","0.2304726","0.0","1","10","false","8799","21.0","1","0","0","0.74316073","false","0","8799","0","0.0"
"402259","3.84543818","0.0","0.26004839","0.0","1","10","false","83855","154.0","1","0","0","0.78112014","false","0","83855","0","0.0"
"402264","4.18089736","0.0","0.2391831","0.0","1","10","false","254122","29.0","1","0","0","0.75531559","false","0","254122","0","0.0"
"402318","3.48401861","2.342E-5","0.28702487","0.4","5","9","false","1583","131.4","5","0","0","0.80892165","false","0","1583","71186","0.25415861"
"402359","3.6317527","0.0","0.27534914","1.0","2","9","false","56882","200.0","2","0","0","0.79755748","false","0","56882","0","0.60240964"
"402384","4.65876351","0.0","0.21464923","0.0","1","11","false","9885","16.0","1","0","0","0.71855665","false","0","9885","0","0.0"
"402388","4.16709184","1.167E-5","0.23997551","0.0","5","10","false","254863","9.8","5","0","0","0.75637755","false","0","254863","30688","0.25142857"
"402481","3.45385654","2.02E-6","0.28953142","0.0","2","9","false","51286","268.5","2","0","0","0.8112418","false","0","51286","17384","0.50855513"
"402521","3.74662365","0.0","0.26690698","0.0","1","9","false","161176","127.0","1","0","0","0.78872126","false","0","161176","0","0.0"
"402614","0.0","0.0","0.0","0.0","2","0","true","7069","0.0","1","0","0","9.223372036854776E10","false","1","7069","0","0.0"
"402640","4.5052521","0.0","0.22196316","0.0","1","10","false","81035","21.0","1","0","0","0.73036522","false","0","81035","0","0.0"
"402671","4.29096639","0.0","0.23304774","0.0","1","10","false","344892","69.0","1","0","0","0.74684874","false","0","344892","0","0.0"
"402677","4.36111945","1.5021E-4","0.22929892","0.33333333","4","11","false","3034","14.0","4","0","0","0.74145235","false","0","3034","513262","0.30555556"
"402682","4.45640756","0.0","0.22439599","0.0","1","10","false","10942","3.0","1","0","0","0.7341225","false","0","10942","0","0.0"
"402821","3.63430372","8.9E-7","0.27515587","0.5","4","9","false","22834","72.0","4","0","0","0.79736125","false","0","22834","3708","0.27702703"
"402857","3.87837635","0.0","0.25783986","0.0","1","10","false","164312","264.0","1","0","0","0.77858643","false","0","164312","0","0.0"
"402879","4.04951981","0.0","0.24694286","0.0","1","10","false","2635","41.0","1","0","0","0.76542155","false","0","2635","0","0.0"
"402890","3.70393157","7.4E-7","0.26998339","0.33333333","3","9","false","140606","243.33333333","3","0","0","0.79200526","false","0","140606","25496","0.45935728"
"402925","3.88813025","0.0","0.25719303","0.0","1","10","false","342908","186.0","1","0","0","0.77783613","false","0","342908","0","0.0"
"402935","0.0","0.0","0.0","0.0","2","0","true","2766","0.0","1","0","0","9.223372036854776E10","false","1","2766","0","0.0"
"402975","3.39668367","2.1E-7","0.29440481","0.66666667","3","9","false","55904","268.33333333","3","0","0","0.81563972","false","0","55904","2718","0.37011494"
"402977","4.06069928","0.0","0.246263","0.0","1","9","false","55194","88.0","1","0","0","0.76456159","false","0","55194","0","0.0"
"402990","3.60954382","9.5E-7","0.27704332","0.0","4","10","false","91404","61.75","4","0","0","0.79926586","false","0","91404","3864","0.25961538"
"403001","1.5","0.0","0.66666667","0.0","1","2","false","23765","2.0","1","0","0","0.75","false","0","23765","0","0.0"
"403003","3.7892407","0.0","0.26390511","0.0","1","9","false","644815","150.0","1","0","0","0.78544302","false","0","644815","0","0.0"
"403008","3.64248199","1.32E-6","0.27453808","0.0","2","9","false","133619","77.5","2","0","0","0.79673215","false","0","133619","6068","0.5"
"403027","3.46053421","0.0","0.28897272","1.0","2","9","false","11257","268.0","2","0","0","0.81072814","false","0","11257","0","0.5095057"
"403063","4.18052221","0.0","0.23920457","0.0","1","10","false","159162","46.0","1","0","0","0.75534445","false","0","159162","0","0.0"
"403065","4.15741297","0.0","0.2405342","0.0","1","10","false","58490","33.0","1","0","0","0.75712208","false","0","58490","0","0.0"
"403080","3.9637605","0.0","0.25228568","0.0","1","9","false","1527","45.0","1","0","0","0.77201842","false","0","1527","0","0.0"
"403132","4.43292317","0.0","0.22558478","0.0","1","9","false","5051","16.0","1","0","0","0.73592899","false","0","5051","0","0.0"
"403194","0.0","0.0","0.0","0.0","2","0","true","1733","0.0","1","0","0","9.223372036854776E10","false","1","1733","0","0.0"
"403213","3.58921068","0.0","0.27861279","0.0","1","10","false","65061","369.0","1","0","0","0.80082995","false","0","65061","0","0.0"
"403278","4.45205582","0.0","0.22461533","0.0","1","10","false","27291","5.0","1","0","0","0.73445724","false","0","27291","0","0.0"
"403288","3.71398559","0.0","0.26925253","0.0","1","10","false","84856","289.0","1","0","0","0.79123188","false","0","84856","0","0.0"
"403308","3.58733493","2.63E-6","0.27875847","0.0","2","10","false","147686","174.0","2","0","0","0.80097424","false","0","147686","12176","0.50144928"
"403329","3.88272809","1.86E-6","0.25755087","0.0","2","10","false","127829","133.0","2","0","0","0.77825169","false","0","127829","7214","0.5"
"403381","3.9637605","0.0","0.25228568","0.0","1","9","false","84631","45.0","1","0","0","0.77201842","false","0","84631","0","0.0"
"403445","3.70408163","5.0E-7","0.26997245","0.33333333","3","9","false","10641","55.33333333","3","0","0","0.79199372","false","0","10641","1854","0.34375"
"403466","5.00690276","0.0","0.19972427","0.0","1","11","false","9535","7.0","1","0","0","0.69177671","false","0","9535","0","0.0"
"403491","3.63115246","1.0E-8","0.27539466","0.0","4","10","false","7177","237.5","3","0","0","0.79760366","false","1","7177","408","0.64441417"
"403498","4.22584034","0.0","0.23663932","0.0","1","11","false","1355","42.0","1","0","0","0.75185844","false","0","1355","0","0.0"
"403555","4.19582833","1.5006E-4","0.23833196","0.0","2","10","false","4534","21.0","2","0","0","0.75416705","false","0","4534","455842","0.5"
"403556","5.1957533","0.0","0.19246487","0.0","1","11","false","54545","2.0","1","0","0","0.67724975","false","0","54545","0","0.0"
"403572","3.74189676","5.7E-7","0.26724415","0.0","2","10","false","25894","167.5","2","0","0","0.78908486","false","0","25894","4586","0.50302115"
"403587","3.66213986","0.0","0.27306439","1.0","4","9","false","4634","112.5","3","0","0","0.79522001","false","1","4634","0","0.51843318"
"403589","4.0157563","0.0","0.24901909","0.0","1","10","false","57730","115.0","1","0","0","0.76801875","false","0","57730","0","0.0"
"403600","4.26740696","1.6E-7","0.23433434","0.0","2","11","false","7957","11.5","2","0","0","0.748661","false","0","7957","912","0.5"
"403615","3.86989796","1.04E-6","0.25840475","0.0","2","10","false","96626","61.0","2","0","0","0.77923862","false","0","96626","2524","0.50847458"
"403679","4.195003","0.0","0.23837885","0.0","1","10","false","6388","37.0","1","0","0","0.75423054","false","0","6388","0","0.0"
"403764","3.93172269","0.0","0.25434144","0.0","1","10","false","57507","99.0","1","0","0","0.77448287","false","0","57507","0","0.0"
"403806","1.0","0.0","1.0","1.0","4","1","false","57463","2.0","3","0","0","1.0","false","1","57463","0","1.0"
"403808","4.04194178","0.0","0.24740584","0.0","1","10","false","282809","98.0","1","0","0","0.76600448","false","0","282809","0","0.0"
"403895","3.89960984","1.7E-7","0.25643591","0.0","2","10","false","79923","56.0","2","0","0","0.77695309","false","0","79923","710","0.50458716"
"403908","4.26545618","1.9E-7","0.23444151","0.66666667","3","10","false","64764","13.66666667","3","0","0","0.74881106","false","0","64764","406","0.37962963"
"403925","4.1927521","0.0","0.23850683","0.0","1","10","false","131578","47.0","1","0","0","0.75440368","false","0","131578","0","0.0"
"404023","4.17429472","0.0","0.23956143","0.0","1","10","false","84529","45.0","1","0","0","0.75582348","false","0","84529","0","0.0"
"404044","4.22321429","0.0","0.23678647","0.0","1","10","false","84128","54.0","1","0","0","0.75206044","false","0","84128","0","0.0"
"404074","3.9667617","0.0","0.2520948","0.0","1","10","false","221017","108.0","1","0","0","0.77178756","false","0","221017","0","0.0"
"404150","3.62882653","1.033E-5","0.27557118","0.0","3","10","false","83446","151.33333333","3","0","0","0.79778257","false","0","83446","39986","0.35124611"
"404169","3.602491","4.4E-7","0.2775857","0.66666667","3","9","false","9637","91.66666667","3","0","0","0.79980838","false","0","9637","2328","0.34076828"
"404180","3.39585834","0.0","0.29447636","0.0","1","9","false","27333","870.0","1","0","0","0.8157032","false","0","27333","0","0.0"
"404187","4.39158163","0.0","0.22770839","1.0","2","11","false","55304","7.0","2","0","0","0.73910911","false","0","55304","0","0.63636364"
"404224","3.65711285","0.0","0.27343974","0.0","1","10","false","91894","230.0","1","0","0","0.7956067","false","0","91894","0","0.0"
"404237","3.68014706","2.346E-5","0.27172827","0.33333333","3","9","false","81855","145.0","3","0","0","0.79383484","false","0","81855","64602","0.34692246"
"404257","3.92677071","0.0","0.25466218","0.0","1","10","false","135932","103.0","1","0","0","0.77486379","false","0","135932","0","0.0"
"404262","4.28226291","0.0","0.23352139","0.0","1","10","false","3442","17.0","1","0","0","0.74751824","false","0","3442","0","0.0"
"404268","3.79651861","0.0","0.26339921","0.0","1","9","false","56143","187.0","1","0","0","0.78488318","false","0","56143","0","0.0"
"404274","3.44792917","2.32E-6","0.29002916","0.3","5","9","false","2119","176.4","5","0","0","0.81169776","false","0","2119","17190","0.32293578"
"404291","4.00645258","0.0","0.24959736","0.0","1","9","false","65124","77.0","1","0","0","0.76873442","false","0","65124","0","0.0"
"404320","4.09446279","8.04E-6","0.24423228","0.0","3","10","false","3346","22.33333333","3","0","0","0.7619644","false","0","3346","27116","0.34972678"
"404345","3.99797419","0.0","0.25012668","0.0","1","9","false","79157","249.0","1","0","0","0.7693866","false","0","79157","0","0.0"
"404377","3.98184274","0.0","0.25114","0.0","1","10","false","477","27.0","1","0","0","0.77062748","false","0","477","0","0.0"
"404422","3.58583433","2.99E-6","0.27887513","0.0","2","9","false","51360","155.5","2","0","0","0.80108967","false","0","51360","13290","0.50325733"
"404493","4.15148559","2.2E-7","0.24087763","0.0","2","10","false","23210","12.5","2","0","0","0.75757803","false","0","23210","1076","0.5"
"404514","4.17219388","0.0","0.23968205","0.0","1","11","false","29094","40.0","1","0","0","0.75598509","false","0","29094","0","0.0"
"404518","4.34701381","0.0","0.23004298","0.0","1","10","false","246243","21.0","1","0","0","0.7425374","false","0","246243","0","0.0"
"404625","4.10264106","2.0E-7","0.24374543","0.0","2","10","false","51233","21.5","2","0","0","0.7613353","false","0","51233","1478","0.5"
"404675","4.32878151","0.0","0.23101189","0.0","1","10","false","129446","14.0","1","0","0","0.74393988","false","0","129446","0","0.0"
"404725","3.75517707","0.0","0.26629903","0.0","1","10","false","51555","138.0","1","0","0","0.7880633","false","0","51555","0","0.0"
"404812","3.36757203","6.6E-6","0.29694985","0.16666667","4","9","false","1266","235.75","4","0","0","0.81787907","false","0","1266","45806","0.30551948"
"404828","4.43629952","6.9E-7","0.22541309","0.0","3","10","false","1807","10.33333333","3","0","0","0.73566927","false","0","1807","3884","0.38888889"
"404837","3.84491297","2.83E-6","0.26008391","0.0","4","10","false","11104","27.5","4","0","0","0.78116054","false","0","11104","10252","0.25238095"
"404857","4.49459784","2.7E-7","0.22248932","0.0","2","10","false","55171","5.5","2","0","0","0.73118478","false","0","55171","1332","0.5"
"404938","3.81880252","0.0","0.26186219","0.0","1","9","false","8642","167.0","1","0","0","0.78316904","false","0","8642","0","0.0"
"404953","4.14278211","9.8E-7","0.24138368","0.0","2","10","false","79850","14.0","2","0","0","0.75824753","false","0","79850","2286","0.5"
"404956","3.89848439","0.0","0.25650994","0.0","1","10","false","151516","153.0","1","0","0","0.77703966","false","0","151516","0","0.0"
"404970","4.28443878","0.0","0.2334028","0.0","1","11","false","80032","20.0","1","0","0","0.74735086","false","0","80032","0","0.0"
"405012","3.74722389","6.7E-7","0.26686423","0.0","3","9","false","100133941","64.66666667","3","0","0","0.78867509","false","0","100133941","3230","0.37672584"
"405079","3.76928271","2.737E-5","0.26530247","0.0","3","10","false","1149","36.66666667","3","0","0","0.78697825","false","0","1149","68666","0.33333333"
"405129","3.80012005","8.0E-8","0.26314958","0.0","2","10","false","55786","157.5","2","0","0","0.78460615","false","0","55786","2932","0.54152249"
"405142","3.62965186","0.0","0.27550852","1.0","3","8","false","10418","76.0","3","0","0","0.79771909","false","0","10418","0","0.37438424"
"405159","4.13873049","1.9E-7","0.24161999","0.0","2","10","false","154790","16.0","2","0","0","0.75855919","false","0","154790","356","0.5"
"405198","3.99797419","0.0","0.25012668","0.0","1","9","false","55032","249.0","1","0","0","0.7693866","false","0","55032","0","0.0"
"405205","3.91311525","0.0","0.25555087","0.0","1","10","false","118426","190.0","1","0","0","0.77591421","false","0","118426","0","0.0"
"405219","3.54014106","4.4E-7","0.28247462","0.0","2","9","false","55190","230.0","2","0","0","0.80460453","false","0","55190","2256","0.50219298"
"405286","4.0767557","0.0","0.24529309","1.0","2","10","false","6953","28.5","2","0","0","0.76332648","false","0","6953","0","0.69512195"
"405308","3.78091236","0.0","0.26448643","0.0","1","10","false","128434","181.0","1","0","0","0.78608366","false","0","128434","0","0.0"
"405350","3.59933974","5.18E-6","0.27782873","0.33333333","3","10","false","199223","141.0","3","0","0","0.80005079","false","0","199223","16918","0.36920385"
"405355","3.99797419","0.0","0.25012668","0.0","1","9","false","66002","249.0","1","0","0","0.7693866","false","0","66002","0","0.0"
"405381","1.66666667","0.0","0.6","0.0","1","2","false","140689","3.0","1","0","0","0.66666667","false","0","140689","0","0.0"
"405383","3.55559724","0.0","0.2812467","0.0","1","9","false","2824","377.0","1","0","0","0.8034156","false","0","2824","0","0.0"
"405385","3.86704682","1.81E-6","0.25859527","0.0","2","10","false","158055","60.0","2","0","0","0.77945794","false","0","158055","8504","0.5"
"405422","4.24167167","0.0","0.23575611","0.0","1","10","false","84940","45.0","1","0","0","0.75064064","false","0","84940","0","0.0"
"405459","4.01508103","0.0","0.24906098","0.0","1","10","false","55153","28.0","1","0","0","0.76807069","false","0","55153","0","0.0"
"405464","3.72283914","2.27E-6","0.2686122","0.0","2","10","false","55860","79.0","2","0","0","0.79055084","false","0","55860","4446","0.5"
"405482","3.87837635","0.0","0.25783986","0.0","1","10","false","163227","264.0","1","0","0","0.77858643","false","0","163227","0","0.0"
"405490","3.99797419","0.0","0.25012668","0.0","1","9","false","10098","249.0","1","0","0","0.7693866","false","0","10098","0","0.0"
"405554","3.83343337","0.0","0.26086276","0.0","1","9","false","4995","165.0","1","0","0","0.78204359","false","0","4995","0","0.0"
"405609","4.8162515","0.0","0.20763035","0.0","1","11","false","29958","12.0","1","0","0","0.70644219","false","0","29958","0","0.0"
"405629","3.97876651","0.0","0.25133418","0.0","1","10","false","246269","78.0","1","0","0","0.77086411","false","0","246269","0","0.0"
"405654","3.47493998","1.7E-6","0.28777475","0.16666667","4","10","false","256302","156.5","4","0","0","0.80962","false","0","256302","17978","0.27036395"
"405680","3.71683673","0.0","0.26904598","0.0","1","10","false","90462","157.0","1","0","0","0.79101256","false","0","90462","0","0.0"
"405717","5.11757203","0.0","0.19540516","0.0","3","11","false","5641","5.0","2","0","0","0.68326369","false","1","5641","0","0.0"
"405751","4.34086134","0.0","0.23036903","0.0","1","10","false","27123","15.0","1","0","0","0.74301067","false","0","27123","0","0.0"
"405757","3.46210984","5.0E-8","0.28884121","0.0","2","9","false","55699","312.5","2","0","0","0.81060694","false","0","55699","1246","0.5279661"
"405776","3.81722689","0.0","0.26197028","0.0","1","10","false","80346","163.0","1","0","0","0.78329024","false","0","80346","0","0.0"
"405811","3.62019808","1.81E-6","0.27622798","0.33333333","3","9","false","148523","152.0","3","0","0","0.7984463","false","0","148523","14880","0.35939968"
"405865","3.70273109","1.2E-6","0.27007092","0.0","2","9","false","10139","101.5","2","0","0","0.79209761","false","0","10139","3274","0.5"
"405891","4.07487995","0.0","0.245406","1.0","4","9","false","3495","16.0","3","0","0","0.76347077","false","1","3495","0","0.53333333"
"405895","1.0","0.0","1.0","0.0","1","1","false","4064","1.0","1","0","0","1.0","false","0","4064","0","0.0"
"405896","1.0","0.0","1.0","0.0","1","1","false","9450","1.0","1","0","0","1.0","false","0","9450","0","0.0"
"405920","4.40246098","0.0","0.22714568","0.0","1","10","false","26262","14.0","1","0","0","0.73827223","false","0","26262","0","0.0"
"405945","3.46623649","1.71E-6","0.28849734","0.13333333","6","9","false","127933","86.5","6","0","0","0.8102895","false","0","127933","11030","0.19369369"
"406042","0.0","0.0","0.0","0.0","2","0","true","1317","0.0","1","0","0","9.223372036854776E10","false","1","1317","0","0.0"
"406084","4.65861345","0.0","0.21465614","0.0","1","11","false","9827","6.0","1","0","0","0.7185682","false","0","9827","0","0.0"
"406117","3.72493998","6.23E-6","0.2684607","0.0","4","10","false","9247","79.5","4","0","0","0.79038923","false","0","9247","21260","0.26342282"
"406143","4.61577131","0.0","0.21664852","0.0","1","9","false","23620","9.0","1","0","0","0.72186375","false","0","23620","0","0.0"
"406232","4.10234094","3.4E-7","0.24376326","0.0","2","9","false","51705","17.5","2","0","0","0.76135839","false","0","51705","554","0.5"
"406302","3.7010054","8.3E-7","0.27019685","0.33333333","3","10","false","51512","85.33333333","3","0","0","0.79223035","false","0","51512","3176","0.34412955"
"406304","3.99114646","0.0","0.25055457","0.0","1","10","false","55225","46.0","1","0","0","0.76991181","false","0","55225","0","0.0"
"406322","4.09836435","1.5796E-4","0.24399978","0.0","5","10","false","55340","17.4","5","0","0","0.76166428","false","0","55340","409368","0.20759494"
"406345","3.83358343","3.2E-7","0.26085255","0.0","2","10","false","83931","93.0","2","0","0","0.78203204","false","0","83931","1668","0.50828729"
"406410","3.35481693","5.5E-7","0.29807886","0.0","2","9","false","155435","499.5","2","0","0","0.81886024","false","0","155435","9782","0.51551189"
"406423","3.94470288","0.0","0.25350452","0.0","1","10","false","4440","123.0","1","0","0","0.77348439","false","0","4440","0","0.0"
"406519","3.47478992","0.0","0.28778718","1.0","2","9","false","63970","277.0","2","0","0","0.80963154","false","0","63970","0","0.53371869"
"406577","4.33913565","0.0","0.23046064","0.0","3","10","false","4293","13.0","2","0","0","0.74314341","false","1","4293","0","0.0"
"406581","4.00922869","0.0","0.24942453","0.0","3","10","false","10591","93.0","2","0","0","0.76852087","false","1","10591","0","0.0"
"406587","4.60309124","0.0","0.21724531","0.0","1","10","false","11249","27.0","1","0","0","0.72283914","false","0","11249","0","0.0"
"406646","3.47929172","2.2E-7","0.28741482","0.66666667","4","9","false","51599","254.5","4","0","0","0.80928525","false","0","51599","3646","0.38973966"
"406649","3.93780012","0.0","0.2539489","1.0","2","9","false","25972","138.0","2","0","0","0.77401538","false","0","25972","0","0.52873563"
"406670","3.88783013","0.0","0.25721288","0.0","1","10","false","55051","212.0","1","0","0","0.77785922","false","0","55051","0","0.0"
"406748","3.68292317","2.71E-6","0.27152345","0.0","3","9","false","29062","77.33333333","3","0","0","0.79362129","false","0","29062","9686","0.33775811"
"406772","0.0","0.0","0.0","0.0","2","0","true","115362","0.0","1","0","0","9.223372036854776E10","false","1","115362","0","0.0"
"406775","4.9089886","0.0","0.20370795","0.0","1","11","false","8609","2.0","1","0","0","0.69930857","false","0","8609","0","0.0"
"406777","3.67211885","8.82E-6","0.27232234","0.0","4","9","false","1012","126.0","3","0","0","0.7944524","false","1","1012","25002","0.5"
"406781","4.07758103","0.0","0.24524344","0.0","1","10","false","125336","33.0","1","0","0","0.763263","false","0","125336","0","0.0"
"406824","3.84543818","0.0","0.26004839","0.0","1","10","false","10934","154.0","1","0","0","0.78112014","false","0","10934","0","0.0"
"406878","3.87094838","0.0","0.25833463","1.0","2","10","false","9766","157.0","2","0","0","0.77915782","false","0","9766","0","0.58148148"
"406986","4.1129952","0.0","0.24313182","0.0","1","10","false","79755","55.0","1","0","0","0.76053883","false","0","79755","0","0.0"
"406989","3.57330432","6.3E-7","0.27985302","0.33333333","3","9","false","23276","115.33333333","3","0","0","0.80205351","false","0","23276","4626","0.395189"
"407007","4.31842737","0.0","0.23156578","0.0","1","10","false","28793","15.0","1","0","0","0.74473636","false","0","28793","0","0.0"
"407015","4.0157563","0.0","0.24901909","0.0","1","10","false","29035","115.0","1","0","0","0.76801875","false","0","29035","0","0.0"
"407031","3.49894958","1.11E-6","0.28580006","0.0","3","9","false","56006","227.33333333","3","0","0","0.80777311","false","0","56006","24210","0.37287205"
"407048","3.66409064","4.4E-7","0.27291901","0.0","2","9","false","80895","116.0","2","0","0","0.79506995","false","0","80895","2752","0.50660793"
"407050","3.75570228","0.0","0.26626179","0.0","1","9","false","349114","139.0","1","0","0","0.7880229","false","0","349114","0","0.0"
"407061","3.83343337","0.0","0.26086276","0.0","1","9","false","3263","165.0","1","0","0","0.78204359","false","0","3263","0","0.0"
"407100","3.9420018","0.0","0.25367822","0.0","1","10","false","8857","126.0","1","0","0","0.77369217","false","0","8857","0","0.0"
"407125","3.60114046","2.4E-7","0.27768981","0.0","2","10","false","285172","287.0","2","0","0","0.79991227","false","0","285172","8542","0.58969072"
"407157","3.58155762","1.25E-6","0.27920813","0.16666667","4","10","false","3207","91.5","4","0","0","0.80141864","false","0","3207","10168","0.27327327"
"407218","3.99797419","0.0","0.25012668","0.0","1","9","false","10800","249.0","1","0","0","0.7693866","false","0","10800","0","0.0"
"407279","3.80042017","8.6E-7","0.2631288","0.0","2","10","false","9858","67.0","2","0","0","0.78458306","false","0","9858","2796","0.5"
"407303","3.87657563","0.0","0.25795963","0.0","1","10","false","57574","108.0","1","0","0","0.77872495","false","0","57574","0","0.0"
